,ppreg4,ppmarit5,ppeducat,D1G,SL1,ppemploy,ED5,SL7,B10,ppagecat,ppgender,ppethm
11384,Midwest,Never married,High school graduate,"Yes, as a full-time student",No,Not working,Financial benefits are much larger,No,7,18-24,Female,Hispanic
11385,South,Now married,College's degree,No,Yes,Working full-time,Financial costs are much larger,No response,5,25-34,Male,White
11386,South,Now married,College's degree,No,No,Working part-time,About the same,No,9,55-64,Female,White
11387,South,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,6,25-34,Female,Other
11388,South,Never married,High school graduate,No,No,Working full-time,About the same,No,9,25-34,Female,Hispanic
11389,Midwest,Never married,College's degree,"Yes, as a full-time student",No,Not working,Financial costs are somewhat larger,No,6,18-24,Male,White
11390,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,18-24,Male,White
11391,South,Separated,College's degree,No,No,Not working,Financial benefits are much larger,Yes,5,55-64,Female,White
11392,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,35-44,Male,White
11393,South,Never married,High school graduate,No,Yes,Not working,No response,No response,4,25-34,Female,White
11394,Midwest,Never married,High school graduate,No,No,Working full-time,No response,No,6,35-44,Female,White
11395,South,Divorced,High school graduate,No,No,Not working,No response,No,5,65-74,Female,Black
11396,West,Now married,College's degree,No,No,Working full-time,No response,No,10 - Completely satisfied,35-44,Male,Black
11397,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,45-54,Female,Hispanic
11398,South,Now married,College's degree,No,Yes,Working full-time,No response,No response,6,55-64,Female,Black
11399,Midwest,Now married,College's degree,No,Yes,Not working,No response,No response,4,45-54,Male,White
11400,West,Never married,High school graduate,No,Yes,Working full-time,Financial costs are much larger,No response,5,55-64,Female,Other
11401,South,Never married,College's degree,No,Yes,Working full-time,Financial costs are much larger,No response,2,35-44,Female,White
11402,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,45-54,Male,White
11403,South,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,25-34,Male,White
11404,West,Never married,College's degree,No,Yes,Working full-time,No response,No response,5,35-44,Male,White
11405,South,Divorced,High school graduate,No,No,Working full-time,No response,No,5,35-44,Female,White
11406,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,25-34,Male,White
11407,Northeast,Never married,High school graduate,No,No,Not working,About the same,No,3,45-54,Male,Black
11408,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,35-44,Female,White
11409,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,55-64,Male,Other
11410,West,Now married,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,8,35-44,Female,White
11411,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,25-34,Male,White
11412,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,5,25-34,Male,Other
11413,West,Never married,Bachelor's degree or higher,No,No,Working full-time,About the same,No,3,35-44,Female,Hispanic
11414,Midwest,Widowed,College's degree,No,No,Working full-time,About the same,No,8,55-64,Female,White
11415,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,7,65-74,Female,White
11416,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,55-64,Male,White
11417,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,3,35-44,Female,Hispanic
11418,South,Widowed,High school graduate,No,No,Not working,No response,No,7,55-64,Female,White
11419,West,Divorced,Bachelor's degree or higher,No,No,Not working,No response,No,8,65-74,Female,White
11420,South,Now married,College's degree,No,No,Not working,No response,No,9,55-64,Male,White
11421,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,45-54,Female,White
11422,Midwest,Never married,College's degree,"Yes, as a part-time student",Yes,Working full-time,Financial benefits are much larger,No response,6,25-34,Male,White
11423,South,Now married,College's degree,No,Yes,Working full-time,No response,No response,7,25-34,Male,Hispanic
11424,West,Never married,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,7,25-34,Male,Other
11425,South,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,25-34,Female,Black
11426,West,Now married,High school graduate,No,No,Not working,No response,No,5,35-44,Female,Hispanic
11427,West,Widowed,No high school diploma,No,No,Not working,No response,No,7,65-74,Male,Other
11428,West,Now married,High school graduate,No,Yes,Working full-time,Financial benefits are somewhat larger,No response,7,45-54,Female,Black
11429,South,Never married,High school graduate,No,No,Not working,No response,No,5,55-64,Male,White
11430,South,Now married,No high school diploma,No,No,Working part-time,No response,No,6,35-44,Male,Black
11431,Midwest,Never married,College's degree,No,No,Working full-time,About the same,No,5,55-64,Female,White
11432,Midwest,Never married,High school graduate,No,No,Working full-time,No response,No,7,25-34,Female,White
11433,Northeast,Never married,No high school diploma,No,No,Not working,No response,No,2,18-24,Male,White
11434,South,Never married,College's degree,No,Yes,Working full-time,Financial costs are much larger,No response,0 - Not at all satisfied,35-44,Female,Black
11435,South,Never married,Bachelor's degree or higher,"Yes, as a full-time student",Yes,Not working,No response,No response,8,25-34,Male,White
11436,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,5,55-64,Female,White
11437,Northeast,Never married,No high school diploma,No,No,Not working,No response,No,10 - Completely satisfied,25-34,Female,Black
11438,South,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,45-54,Female,White
11439,South,Never married,High school graduate,No,No,Not working,No response,No,7,25-34,Male,Black
11440,West,Never married,College's degree,No,No,Working full-time,About the same,No,3,18-24,Female,White
11441,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,8,75+,Male,White
11442,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,9,45-54,Male,Hispanic
11443,South,Divorced,High school graduate,No,Yes,Working full-time,No response,No response,5,55-64,Female,Hispanic
11444,Northeast,Now married,College's degree,No,No,Working full-time,No response,No,8,65-74,Male,White
11445,Northeast,Divorced,College's degree,No,No,Not working,Financial costs are much larger,No,2,65-74,Male,White
11446,West,Now married,No high school diploma,No,No,Working full-time,No response,No,6,35-44,Male,Hispanic
11447,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,5,35-44,Male,Other
11448,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,35-44,Female,White
11449,South,Now married,College's degree,No,No,Working part-time,No response,No,5,25-34,Female,White
11450,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,18-24,Female,White
11451,South,Now married,Bachelor's degree or higher,"Yes, as a full-time student",No,Working full-time,No response,No,7,35-44,Male,Other
11452,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,8,65-74,Female,White
11453,Northeast,Never married,Bachelor's degree or higher,No,Yes,Not working,No response,No response,0 - Not at all satisfied,35-44,Male,Other
11454,Northeast,Now married,College's degree,No,No,Not working,No response,No,7,75+,Female,White
11455,West,Never married,High school graduate,No,No,Working full-time,No response,No,7,18-24,Male,Black
11456,South,Never married,College's degree,No,Yes,Working part-time,Financial costs are much larger,No response,7,25-34,Male,White
11457,South,Divorced,No high school diploma,No,No,Working full-time,No response,No,1,55-64,Male,White
11458,Northeast,Now married,High school graduate,No,No,Working full-time,No response,No,4,35-44,Male,White
11459,Midwest,Now married,College's degree,No,No,Working full-time,About the same,No,8,35-44,Female,White
11460,South,Now married,No high school diploma,No,No,Not working,No response,No,8,65-74,Male,White
11461,South,Never married,High school graduate,No,No,Working full-time,No response,No,8,18-24,Male,Hispanic
11462,West,Never married,College's degree,No,No,Working part-time,Financial benefits are somewhat larger,No,5,35-44,Female,White
11463,West,Now married,No high school diploma,No,No,Not working,No response,No,7,45-54,Male,Hispanic
11464,Midwest,Now married,College's degree,No,Yes,Working full-time,No response,No response,5,35-44,Female,White
11465,South,Now married,College's degree,No,No,Working full-time,About the same,No,10 - Completely satisfied,25-34,Male,White
11466,South,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,No,4,55-64,Female,Hispanic
11467,South,Never married,High school graduate,No,No,Working part-time,No response,No,3,18-24,Female,Hispanic
11468,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,7,65-74,Male,White
11469,West,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,9,55-64,Male,Other
11470,Northeast,Never married,Bachelor's degree or higher,"Yes, as a full-time student",Yes,Not working,No response,No response,5,18-24,Female,Hispanic
11471,South,Divorced,High school graduate,No,No,Not working,No response,No,5,65-74,Male,Black
11472,Midwest,Now married,High school graduate,No,No,Not working,No response,No,4,45-54,Female,White
11473,West,Divorced,High school graduate,No,No,Working part-time,No response,No,5,65-74,Female,White
11474,West,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,25-34,Male,Other
11475,South,Separated,College's degree,No,No,Working full-time,About the same,No,7,45-54,Male,Hispanic
11476,West,Now married,College's degree,No,No,Working part-time,No response,No,7,45-54,Male,Hispanic
11477,West,Never married,College's degree,No,No,Not working,No response,No,7,35-44,Female,Hispanic
11478,Northeast,Never married,High school graduate,No,No,Not working,No response,No,5,18-24,Female,White
11479,Midwest,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,9,35-44,Female,Other
11480,West,Never married,College's degree,No,No,Working part-time,No response,Yes,7,35-44,Female,White
11481,Midwest,Now married,High school graduate,No,No,Working part-time,No response,No,3,65-74,Female,White
11482,Midwest,Never married,College's degree,No,No,Working part-time,No response,Yes,4,18-24,Male,White
11483,Northeast,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,35-44,Female,Hispanic
11484,West,Never married,College's degree,No,No,Not working,No response,No,8,75+,Male,White
11485,West,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,3,55-64,Female,White
11486,West,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,45-54,Female,Hispanic
11487,Northeast,Now married,High school graduate,No,No,Not working,No response,No,5,35-44,Female,Black
11488,Northeast,Now married,High school graduate,"Yes, as a full-time student",No,Working full-time,About the same,No,10 - Completely satisfied,18-24,Male,White
